Record Length,2.500000e+03,,  -0.001250000000,  38.40000,
Sample Interval,1.000000e-06,,  -0.001249000000,  39.20000,
Trigger Point,1.250000000000e+03,,  -0.001248000000,  39.20000,
,,,  -0.001247000000,  39.20000,
,,,  -0.001246000000,  39.20000,
,,,  -0.001245000000,  39.20000,
Source,CH1,,  -0.001244000000,  39.20000,
Vertical Units,V,,  -0.001243000000,  38.40000,
Vertical Scale,2.000000e+01,,  -0.001242000000,  39.20000,
Vertical Offset,-4.320000e+01,,  -0.001241000000,  39.20000,
Horizontal Units,s,,  -0.001240000000,  39.20000,
Horizontal Scale,2.500000e-04,,  -0.001239000000,  39.20000,
Pt Fmt,Y,,  -0.001238000000,  40.00000,
Yzero,0.000000e+00,,  -0.001237000000,  40.00000,
Probe Atten,1.000000e+01,,  -0.001236000000,  40.00000,
Model Number,TBS1102B,,  -0.001235000000,  40.00000,
Serial Number,C013601,,  -0.001234000000,  40.00000,
Firmware Version,FV:v4.0,,  -0.001233000000,  40.00000,
,,,-00.001232000000,  40.00000,
,,,-00.001231000000,  40.80000,
,,,-00.001230000000,  40.00000,
,,,-00.001229000000,  40.80000,
,,,-00.001228000000,  40.80000,
,,,-00.001227000000,  40.80000,
,,,-00.001226000000,  40.80000,
,,,-00.001225000000,  40.00000,
,,,-00.001224000000,  40.80000,
,,,-00.001223000000,  40.80000,
,,,-00.001222000000,  41.60000,
,,,-00.001221000000,  41.60000,
,,,-00.001220000000,  41.60000,
,,,-00.001219000000,  40.80000,
,,,-00.001218000000,  41.60000,
,,,-00.001217000000,  41.60000,
,,,-00.001216000000,  41.60000,
,,,-00.001215000000,  40.80000,
,,,-00.001214000000,  41.60000,
,,,-00.001213000000,  41.60000,
,,,-00.001212000000,  41.60000,
,,,-00.001211000000,  42.40000,
,,,-00.001210000000,  41.60000,
,,,-00.001209000000,  41.60000,
,,,-00.001208000000,  41.60000,
,,,-00.001207000000,  42.40000,
,,,-00.001206000000,  42.40000,
,,,-00.001205000000,  42.40000,
,,,-00.001204000000,  42.40000,
,,,-00.001203000000,  42.40000,
,,,-00.001202000000,  42.40000,
,,,-00.001201000000,  42.40000,
,,,-00.001200000000,  42.40000,
,,,-00.001199000000,  43.20000,
,,,-00.001198000000,  43.20000,
,,,-00.001197000000,  42.40000,
,,,-00.001196000000,  42.40000,
,,,-00.001195000000,  42.40000,
,,,-00.001194000000,  44.00000,
,,,-00.001193000000,  43.20000,
,,,-00.001192000000,  43.20000,
,,,-00.001191000000,  43.20000,
